X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
506671.264630982,215532.413260602,3175,WOODBURY ELEMENTARY SCHOOL,0.026555,Food Establishment,School,,63 VALLEY LAKE RD,WOODBURY,WASHINGTON,05681,8024725715,,,0
500833.920946364,231574.527652624,3176,PONDVIEW BARBEQUE,0.05,Food Establishment,Caterer,,142 WEST HILL ROAD,WORCESTER,WASHINGTON,05601,,,,0
496341.244641258,206907.414049024,3177,HUNDRED ACRE HOMESTEAD,0.063,Nursing/Assisted Living,Residential Facility,,171 GOULD HILL ROAD,WORCESTER,WASHINGTON,05682,(802) 223-9122,,,0
495983.14211671,207896.552063001,3179,POST OFFICE CAFE,0.0945,Food Establishment,Restaurant,,34 WORCESTER VILLAGE RD,WORCESTER,WASHINGTON,05682,8022256687,,,0
493673.781751309,209942.911636388,3180,BON TEMPS GOURMET,0.05,Food Establishment,Lodging,,414 MINISTER BROOK RD,WORCESTER,WASHINGTON,05682,8022230236,,,0
495983.121610077,207863.217412139,3181,LBJS GROCERY,0.18,Food Establishment,Convenience Store,,44 WORCESTER VILLAGE RD,WORCESTER,WASHINGTON,05682,8022237958,,,0
496182.52567719,208118.66357722,3182,DOTY MEMORIAL SCHOOL,0.04181,Food Establishment,School,,24 CALAIS RD,WORCESTER,WASHINGTON,05682,8022235656,,,0
504499.619101156,69995.2739445323,3184,READMORE,0.42,Food Establishment,Restaurant,,1 HAPGOOD ST,BELLOWS FALLS,WINDHAM,05101,(802) 463-9415,,,0
504524.190970651,69750.8893108918,3185,FINAL CUT THE,0.05,Food Establishment,Caterer,,105 WESTMINSTER STREET,BELLOWS FALLS,WINDHAM,05101,,,,0
504287.648881622,70661.6857102491,3186,LAZO'S PIZZA PALACE,0.26,Food Establishment,Restaurant,,111 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,,,,0
504279.506124207,70672.7897392643,3187,PK'S PUBLIC HOUSE,0.399,Food Establishment,Restaurant,,113 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8027325318,,,0
504165.571389053,70728.264904151,3188,PENGUIN MARKET,0.189,Food Establishment,Restaurant,,124 ROCKINGHAM STREET,BELLOWS FALLS,WINDHAM,05101,,,,0
503823.797010653,70861.3744124763,3189,LISAIS MARKET,0.05,Food Establishment,Convenience Store,,128 ATKINSON ST,BELLOWS FALLS,WINDHAM,05101,8024634118,,,0
499593.707379536,77459.1799826955,3190,VERMONT COUNTRY STORE INC,0.72,Food Establishment,Grocery,,1292 ROCKINGHAM ROAD,BELLOWS FALLS,WINDHAM,05101,,,,0
504059.774148512,70783.7468162113,3192,DARI JOY,0.378,Food Establishment,Restaurant,,140 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024639816, www.darijoy.com,,0
503913.300768913,70839.2069041616,3193,7-ELEVEN,0.18,Food Establishment,Convenience Store,,154 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8573139337,http://www.cumberlandfarms.com/,,0
503294.379778205,72116.4328172906,3194,HARVEST BARN INN,0.105,Food Establishment,Lodging,,16 WEBB TER,BELLOWS FALLS,WINDHAM,05101,8027328254,,,0
504499.208604799,70617.3854542167,3195,BELLOWS FALLS FARMERS' MARKET,0.18,Food Establishment,Grocery,Farmers' Market,17 DEPOT STREET,BELLOWS FALLS,WINDHAM,05101,,http://www.bffarmersmarket.com/,https://www.facebook.com/BellowsFallsFarmersMarket,0
503392.027053727,72038.7165437483,3197,JOY WAH,1.5015,Food Establishment,Restaurant,,287 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,802-463-9761,,https://www.facebook.com/pages/Joy-Wah-Chinese-Restaurant/113475315353709,0
504564.27299591,70650.7561337734,3198,VERMONT TREATS,0.26,Food Establishment,Restaurant,,30 ISLAND ST,BELLOWS FALLS,WINDHAM,05101,,,,0
504271.773984765,70028.4548164812,3199,STERLING HOUSE OF ROCKINGHAM,0.105,Nursing/Assisted Living,Residential Facility,,33 ATKINSON STREET,BELLOWS FALLS,WINDHAM,05101,(802) 463-0137,,,0
504523.726672979,70450.7645323881,3200,POPOLO,2.961,Food Establishment,Restaurant,,36 THE SQUARE,BELLOWS FALLS,WINDHAM,05101,8024607676,,,0
504409.779053624,70517.3447383137,3201,PIERCE-LAWTON POST #37,1.0395,Food Establishment,Restaurant,,42 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024639700,,,0
504499.523811213,70139.692633385,3202,BELLOWS FALLS MOOSE FAMILY CENTER 527,2.1,Food Establishment,Restaurant,,59 WESTMINSTER ST,BELLOWS FALLS,WINDHAM,05101,8024634054,,,0
504385.328312715,70583.9838266736,3203,NICK'S BAR AND GRILL,0.13,Food Establishment,Restaurant,Bars/Pubs,65 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,,,,0
504385.328312715,70583.9838266736,3204,DONOVAN'S,0.525,Food Establishment,Restaurant,,65 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024634940,,https://www.facebook.com/pages/Donovans/407905999684794,0
504523.726672979,70450.7645323881,3205,SUBWAY,0.252,Food Establishment,Restaurant,,61 THE SQUARE,BELLOWS FALLS,WINDHAM,05101,8028819817,,,0
503398.974896861,74416.0862320028,3206,LESLIE'S TAVERN AT ROCKINGHAM,1.05,Food Establishment,Restaurant,,660 ROCKINGHAM RD,BELLOWS FALLS,WINDHAM,05101,8024634929,http://www.lesliestavern.com/,,0
504157.882741296,69995.0570267238,3207,RIVER MIST,0.063,Food Establishment,Restaurant,,7 BURT STREET,BELLOWS FALLS,WINDHAM,05101,,,,0
504491.197161301,70428.5247461071,3208,MANDY'S MARKET,0.72,Food Establishment,Grocery,,7 N SHORE DR,BELLOWS FALLS,WINDHAM,05101,,,,0
504523.726672979,70450.7645323881,3209,VALLEY PROVISIONS,0.252,Food Establishment,Restaurant,,7 THE SQUARE,BELLOWS FALLS,WINDHAM,05101,,,,0
503415.165076291,74560.5140633627,3210,Jiffy Mart,0.05,Food Establishment,Convenience Store,,705 ROCKINGHAM RD,BELLOWS FALLS,WINDHAM,05101,8027328467,,,0
504499.670410164,69917.5100487953,3211,ATHENS PIZZA HOUSE INC,0.735,Food Establishment,Restaurant,,83 WESTMINSTER ST,BELLOWS FALLS,WINDHAM,05101,8024639777,http://www.athenspizzaonline.com/zgrid/themes/794/intro/index.jsp,http://www.facebook.com/pages/Athens-Pizza-House-Inc-Bellows-Falls-Vermont/10150098857885335,0
504035.518459024,70528.2221027177,3212,FAMOUS PIZZA,0.2625,Food Establishment,Restaurant,,89 ATKINSON ST,BELLOWS FALLS,WINDHAM,05101,8024633425,,https://www.facebook.com/pages/Famous-Pizza/111546848885284,0
504336.513048172,70583.9526050208,3213,MISS BELLOWS FALLS DINER,0.315,Food Establishment,Restaurant,,90 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024633909,,,0
503978.553889028,70550.4069100488,3214,LISAIS CORNER DELI,0.126,Food Establishment,Restaurant,,92 ATKINSON ST,BELLOWS FALLS,WINDHAM,05101,8024634118,,http://www.facebook.com/pages/Lisais-Market-Bellows-Falls/166111980074330,0
504328.377170753,70583.9474353919,3215,FAT FRANKS,0.26,Food Establishment,Restaurant,,92 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,,http://fat-franks.com/,https://www.facebook.com/pages/Fat-Franks-The-Wurst-Place-in-Bellows-Falls/109552234684,0
504328.377170753,70583.9474353919,3216,SHONA GRILL,0.42,Food Establishment,Restaurant,,92 ROCKINGHAM STREET,BELLOWS FALLS,WINDHAM,05154,,,,0
504499.714388774,69850.8552886226,3217,JAMES PETRO,0.05,Food Establishment,Convenience Store,,97 WESTMINSTER ST,BELLOWS FALLS,WINDHAM,05302,8024633122,,,0
503994.786671057,70617.0712574513,3218,COUNTY VILLAGE COMMUNITY CARE HOME,0.126,Nursing/Assisted Living,Residential Facility,,99 ATKINSON STREET,BELLOWS FALLS,WINDHAM,05101,(802) 463-4722,,,0
502504.11490646,75548.8385851087,3219,PAPA DOG #3,0.05,Food Establishment,Caterer,,ROUTE 103,BELLOWS FALLS,WINDHAM,05101,,,,0
494818.756025759,39857.3916918174,3220,BRATTLEBORO RETREAT THE,0.78225,Food Establishment,Hospital,,1 ANNA MARSH LN,BRATTLEBORO,WINDHAM,05302,8022577785,http://www.brattlebororetreat.org/,,0
494616.82674087,42901.3122986789,3221,SCHOOL FOR INTERNATIONAL TRAINING,0.155375,Food Establishment,Restaurant,,1 KIPLING RD,BRATTLEBORO,WINDHAM,05302,802-258-3357,http://www.sit.edu/,,0
495251.229318298,38890.6318182369,3222,VEGETARIAN PARADISE FOOD & CRAFT,0.26,Food Establishment,Restaurant,,10 CANAL ST,BRATTLEBORO,WINDHAM,05301,(802) 221-8562,,,0
495251.229318298,38890.6318182369,3223,SALA THAI,0.2415,Food Establishment,Restaurant,,10 CANAL STREET UNIT 101,BRATTLEBORO,WINDHAM,05301,,,,0
494779.596420113,42101.3637957932,3224,HOLIDAY INN EXPRESS HOTEL & SUITES,0.504,Food Establishment,Lodging,,100 CHICKERING DR,BRATTLEBORO,WINDHAM,05301,8022572400,,,0
495261.820404958,42400.9482085849,3225,KFC,0.26,Food Establishment,Restaurant,,1007 PUTNEY ROAD,BRATTLEBORO,WINDHAM,05301,,,,0
491680.038238913,39449.4510206813,3226,TOP TIER BAKING CO,0.13,Food Establishment,Bakery,,475 Coolidge  HWY,BRATTLEBORO,WINDHAM,05301,8024900896,,,0
491671.878737713,39460.5694963539,3227,WEST BRATTLEBORO PIZZA,0.2625,Food Establishment,Restaurant,,1012 WESTERN AVE,BRATTLEBORO,WINDHAM,05303,8022570008,,,0
491655.546350341,39471.697883043,3228,7 ELEVEN STORE #32510K,0.26,Food Establishment,Convenience Store,,1020 WESTERN AVE,BRATTLEBORO,WINDHAM,05301,8022543426,http://www.7-eleven.com/,,0
495286.359146131,42445.3659494534,3229,McDonald’s,0.26,Food Establishment,Restaurant,,1027 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022548528,,,0
495030.413910312,38713.0502467778,3230,TAMIS DINER,0.26,Food Establishment,Restaurant,,105 CANAL ST,BRATTLEBORO,WINDHAM,05301,(802) 257-7744,,,0
495030.413910312,38713.0502467778,3231,THREE STONES,0.3255,Food Establishment,Restaurant,,105 CANAL ST,BRATTLEBORO,WINDHAM,05301,8022461035,,,0
495302.766180543,42545.3325891809,3232,Wendy’s,0.987,Food Establishment,Restaurant,,1059 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,6037364854,,,0
495319.127378175,42578.6473927199,3234,Dunkin’ Donuts,0.168,Food Establishment,Bakery,,328 MARLBORO RD,BRATTLEBORO,WINDHAM,05301,6033524077,,,0
492354.170254588,43003.4336785298,3235,VERMONT SEASONS FINE CATERING,2.25,Food Establishment,Caterer,,1073 UPPER DUMMERSTON ROAD,BRATTLEBORO,WINDHAM,05301,,http://www.vermontseasonscatering.com/,,0
494955.800268556,37280.0985085521,3237,BRATTLEBORO AREA MIDDLE SCHOOL UHSD #6,0.09125,School,School,,109 SUNNY ACRES,BRATTLEBORO,WINDHAM,05301,(802) 257-3029,,,0
495112.506840106,39212.8780458249,3238,BRATTLEBORO SHRINE,1.575,Food Establishment,Restaurant,,11 GREEN ST,BRATTLEBORO,WINDHAM,05301,8022544490,,,0
495384.563131606,42700.7983622178,3239,RAMUNTO'S BRICK OVEN PIZZA,0.26,Food Establishment,Restaurant,,1111 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8025791226,,,0
495267.759752875,39157.226617096,3241,AMYS BAKERY ARTS CAFE,0.2625,Food Establishment,Restaurant,,113 MAIN ST,BRATTLEBORO,WINDHAM,05301,8022511071,,,0
495433.658707913,42822.9608047863,3244,BRATTLEBORO VILLAGE PIZZA,0.504,Food Establishment,Restaurant,,1155 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022575065,,,0
495376.521020458,42889.6509275396,3245,NINETY NINE RESTAURANT & PUB #40128,1.953,Food Establishment,Restaurant,,1184 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022510899,,,0
495153.310357952,39123.9804521755,3246,COFFEE COUNTRY,0.26,Food Establishment,Restaurant,,12 HARMONY PL,BRATTLEBORO,WINDHAM,05301,(802) 257-0032,,,0
495153.310357952,39123.9804521755,3247,TULIP CAFE,0.525,Food Establishment,Restaurant,,126 MAIN ST,BRATTLEBORO,WINDHAM,05301,8022544460,,,0
491468.216459597,39994.0324349525,3248,JASMINES ICING ON THE CAKE,0.13,Food Establishment,Bakery,,1205 WESTERN AV,BRATTLEBORO,WINDHAM,05301,(802) 254-1375,,,0
494981.362962807,38701.9772350191,3249,GOUGERS MARKET & DELI,0.18,Food Establishment,Convenience Store,,121 CANAL ST,BRATTLEBORO,WINDHAM,05301,8022549609,,,0
495218.750923345,39201.6948508554,3252,TURQUOISE GRILL,0.26,Food Establishment,Restaurant,,128 MAIN ST,BRATTLEBORO,WINDHAM,05301,8022544460,,,0
495359.299025309,41578.8421955946,3253,HUNAN GARDEN,0.26,Food Establishment,Restaurant,,129 LANDMARK HILL DR,BRATTLEBORO,WINDHAM,05301,,,,0
492286.553862312,40981.7344800803,3254,INN AT THE BRATTLEBORO RETREAT ,0.168,Food Establishment,B&B,,13 GIBSON RD,BRATTLEBORO,WINDHAM,05301,802-579-1353,https://www.brattlebororetreat.org/inn-brattleboro-retreat,,0
495540.135762344,43256.1286920534,3255,MORTS ROADHOUSE,0.13,Food Establishment,Restaurant,Bars/Pubs,1300 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,(802) 254-8717,,,0
495540.135762344,43256.1286920534,3256,ROADHOUSE BAR & BILLIARDS,0.2625,Food Establishment,Restaurant,Bars/Pubs,1300 PUTNEY ROAD,BRATTLEBORO,WINDHAM,05301,,,http://www.facebook.com/theroadhousebar,0
495540.135762344,43256.1286920534,3257,SUNDRIED TOMATO THE,0.2625,Food Establishment,Restaurant,,1300 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022510010,,,0
494988.591196246,37402.2687592103,3258,BRATTLEBORO UNION MIDDLE HIGH SCHOOL,0.14735,Food Establishment,School,,131 FAIRGROUND RD,BRATTLEBORO,WINDHAM,05301,6034370200,,,0
495022.464951198,39024.0964712886,3259,TJ BUCKLEY'S,0.189,Food Establishment,Restaurant,,132 ELLIOT ST,BRATTLEBORO,WINDHAM,05301,8022574922,http://www.tjbuckleys.com/,,0
495210.593150023,39223.9177093461,3260,ADAGIO,0.26,Food Establishment,Restaurant,,132 MAIN ST,BRATTLEBORO,WINDHAM,05301,(802) 254-6046,,,0
495556.501304462,43300.5527558164,3261,PANDA NORTH,1.26,Food Establishment,Restaurant,,1332 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022574578,http://www.pandanorth.com/,,0
494989.755027103,39001.9030128351,3262,ELLIOT STREET CAFE,0.252,Food Establishment,Restaurant,,134 ELLIOT STREET,BRATTLEBORO,WINDHAM,05301,,,,0
495703.684510074,43544.8498899335,3263,HAMPTON INN OF BRATTLEBORO,0.3465,Food Establishment,Lodging,,1378 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022545700,,,0
495744.552365089,43589.2591517757,3265,SUKURA ONE,0.6825,Food Establishment,Restaurant,,1380 PUTNEY ROAD,BRATTLEBORO,WINDHAM,05301,,,,0
495022.440859613,38990.7707153389,3266,SUPERFRESH! ORGANIC CAFE,0.21,Food Establishment,Restaurant,,30 MAIN ST,BRATTLEBORO,WINDHAM,05301,8025791751,,,0
494940.45304435,38646.4642446156,3268,Domino’s Pizza,0.05,Food Establishment,Restaurant,,499 Canal ST,BRATTLEBORO,WINDHAM,05301,8022575010,,,0
495258.638189749,37779.7688369605,3269,OAK GROVE SCHOOL,0.164415,Food Establishment,School,,15 MORELAND AVE,BRATTLEBORO,WINDHAM,05301,6034370200,,,0
495120.939858433,39579.4557884196,3270,PUTNEY ROAD MARKET,0.05,Food Establishment,Caterer,,15 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022548501,,,0
494384.311642433,38258.0949098018,3271,TASTE OF THAI,0.05,Food Establishment,Mobile Unit,,150 MAPLE ST,BRATTLEBORO,WINDHAM,05301,8024516688,,,0
495235.120444022,39235.0092854427,3272,BRATTLEBORO WINTER FARMERS' MARKET,0.18,Food Establishment,Grocery,Farmers' Market,153 MAIN STREET,BRATTLEBORO,WINDHAM,05301,,http://www.postoilsolutions.org/index.php?ID=11,http://www.facebook.com/pages/Brattleboro-Winter-Farmers-Market/171157406247181,0
494562.814810755,36569.4498856269,3273,GREEN MOUNTAIN BAKING CO LP,0.13,Food Establishment,Bakery,,155 JOHN SEITZ DR,BRATTLEBORO,WINDHAM,05301,(802) 258-3053,,,0
495761.141828661,44000.2698176446,3274,DE WITT BEVERAGE,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",1568 PUTNEY ROAD,BRATTLEBORO,WINDHAM,05301,,,,0
494090.70238743,39035.9416907883,3275,HOLTON HOUSE,0.18375,Nursing/Assisted Living,Residential Facility,,158 WESTERN AVE,BRATTLEBORO,WINDHAM,05301,(802) 254-4155,,,0
495128.790395876,39123.9977562684,3276,ARKHAM,0.2415,Food Establishment,Restaurant,,16 HARMONY PLACE,BRATTLEBORO,WINDHAM,05301,8022510800,,,0
492708.69707327,230345.146665894,3277,YANKEE ONE DOLLAR STORE,0.72,Food Establishment,Grocery,,66 MOUNTAIN PLAZA,MORRISTOWN,LAMOILLE,05661,,http://www.dollarstore.com/,,0
492055.830467278,229068.039338254,3279,THOMPSON'S FLOUR SHOP ,0.26,Food Establishment,Restaurant,,84 LOWER MAIN ST,MORRISVILLE,LAMOILLE,05661,8028882106,,,0
492319.438937176,230290.036269049,3281,HANNAFORD SUPERMARKET & PHARMACY #8162,0.13,Food Establishment,Home-based Business,,80 FAIRGROUND PLAZA,MORRISTOWN,LAMOILLE,05661,2078853321,http://www.hannaford.com/,https://www.facebook.com/Hannaford,0
492048.076916671,229223.616012411,3282,SUBWAY,0.13,Food Establishment,Restaurant,Deli,81 BRIDGE ST,MORRISTOWN,LAMOILLE,05661,(802) 888-3769,,,0
492542.015394957,230445.343890486,3284,MORRISVILLE BEVERAGE STORE,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",833 BROOKLYN STREET,MORRISTOWN,LAMOILLE,05661,,,,0
492191.043513525,229201.218434817,3285,CORNER POCKET THE,0.25725,Food Establishment,Restaurant,Bars/Pubs,92 PORTLAND ST,MORRISTOWN,LAMOILLE,05661,(802) 793-3867,,,0
492834.024804451,228755.99882137,3287,COPLEY GOLF CORP,0.525,Food Establishment,Restaurant,,441 COUNTRY CLUB RD,MORRISTOWN,LAMOILLE,05661,8028883013,,,0
484936.763113633,218357.691361466,3288,MAC'S,0.055,Food Establishment,Home-based Business,,RT 15,MORRISTOWN,LAMOILLE,05661,8027757421,,,0
492579.948632863,228889.627652728,3290,MAPLE HOUSE INN,0.168,Food Establishment,Restaurant,,103 MAPLE STREET,MORRISVILLE,LAMOILLE,05407,,,,0
492612.131562709,229245.17291393,3296,THISTLEDOWN INN BED & BREAKFAST,0.063,Food Establishment,Restaurant,,201 PARK STREET,MORRISVILLE,LAMOILLE,05661,,,,0
491786.78086147,229901.770527683,3297,LOST NATION BREWING CO,0.1575,Food Establishment,Restaurant,,87 OLD CREAMERY RD,MORRISTOWN,LAMOILLE,05661,802-851-8041,,,0
492438.567507575,230278.784294652,3298,NEW FU LINS,0.525,Food Establishment,Restaurant,,30 FAIRGROUND PLAZA STE 3,MORRISTOWN,LAMOILLE,05661,8028881818,,,0
488957.594926977,233750.724157051,3299,MAMAS SPECIAL FAMILY INC,,Food Manufacturer,Food Processor,,59 OLD CREAMERY RD STE 2E,MORRISTOWN,LAMOILLE,05655,8028881181,,,0
491710.906015119,220234.539529998,3300,STOWE MEADOWS,0.105,Food Establishment,B&B,,3233 ELMORE MNT RD,ELMORE,LAMOILLE,05672,8028880002,,,0
490444.695208841,224725.456167502,3301,SHARON MCGAUGHAN REST,0.231,Food Establishment,Restaurant,,3266 LAPORTE RD,MORRISTOWN,LAMOILLE,05661,8028883525,,,0
492597.816422571,230623.07135612,3302,MAPLEFIELDS MORRISVILLE,0.21,Food Establishment,Restaurant,,33 VT ROUTE 15 WEST,MORRISTOWN,LAMOILLE,05661,8025248710,,,0
492531.616587195,228311.862787582,3303,COPLEY HOUSE COMMUNITY CARE HOME,0.1155,Nursing/Assisted Living,Residential Facility,,379 WASHINGTON HIGHWAY,MORRISVILLE,LAMOILLE,05661,(802) 888-7323,,,0
492175.932832605,229845.72957527,3304,SABRINAS BAKERY & CAFE,0.441,Food Establishment,Restaurant,,387 BROOKLYN STREET,MORRISVILLE,LAMOILLE,05661,,,,0
487215.263176936,231831.547308519,3305,MAPLE NUT COMPANY THE,,Food Manufacturer,Food Processor,,495 PATCH ROAD,MORRISVILLE,LAMOILLE,05661,,,,0
492745.95039553,228144.94078272,3306,COPLEY HOSPITAL,0.22575,Hospital,,,528 WASHINGTON HIGHWAY,MORRISVILLE,LAMOILLE,05661,(802) 888-4231,,,0
492873.357442356,228400.373807227,3307,"MANOR, INC., THE",0.378,Nursing/Assisted Living,Residential Facility,,577 WASHINGTON HIGHWAY,MORRISVILLE,LAMOILLE,05661,,,,0
491356.172469952,228646.680256354,3309,ROCK ART BREWERY,0.084,Food Establishment,Restaurant,,632 LAPORTE RD,MORRISTOWN,LAMOILLE,05661,8028518090,,,0
492374.437261648,229778.821414437,3311,GREEN MOUNTAIN PSYCHIATRIC CARE CENTER,0.042,Hospital,,,72 HARREL STREET,MORRISVILLE,LAMOILLE,05661,(802) 888-6757,,,0
492286.346312868,229178.880518163,3313,RIVER ARTS CENTER,0.2625,Food Establishment,Restaurant,,74 PLEASANT ST,MORRISTOWN,LAMOILLE,05661,8028881261,,,0
492151.349893298,229223.490226935,3314,MOOGS PLACE,0.5775,Food Establishment,Restaurant,,97 PORTLAND ST,MORRISTOWN,LAMOILLE,05661,8028518225,,,0
484198.749747026,219192.826849635,3316,MOUNTAIN ROAD RESORT,0.42,Food Establishment,Lodging,,1007 MOUNTAIN RD,STOWE,LAMOILLE,05672,8022534566,,,0
484167.167617333,219292.909970608,3317,HARVEST MARKET,0.084,Food Establishment,Bakery,,1031 MOUNTAIN RD,STOWE,LAMOILLE,05672,8022533800,,,0
484640.421028733,214169.250275482,3318,VERMONT COTTAGE COOKING,0.13,Food Establishment,Bakery,,1040 AYERS FARM RD,STOWE,LAMOILLE,05672,,,,0
486791.09314629,222398.365103028,3319,NORMAS TABLE AND VINE,0.05,Food Establishment,Caterer,,105 LOWER MOULTON LN,STOWE,LAMOILLE,05672,(802) 253-6328,,,0
484127.603239555,219381.900913403,3321,STOWE BEE BAKERY,0.26,Food Establishment,Bakery,,1056 Mountain  RD,STOWE,LAMOILLE,05672,802-505-0512,,,0
485008.789110371,218535.31379971,3322,STOWE CINEMA 3 PLEX,0.57225,Food Establishment,Bar,Bars/Pubs,454 MOUNTAIN RD,STOWE,LAMOILLE,05672,8022538037,,,0
482780.659784608,215485.085337944,3324,INKY DINKY OIK INK,0.021,Food Establishment,Bakery,,117 ADAMS MILL RD,STOWE,LAMOILLE,05672,(802) 253-3046,,,0
483889.084210039,219449.158075281,3325,TRES AMIGOS,0.26,Food Establishment,Restaurant,,1190 MOUNTAIN  RD,STOWE,LAMOILLE,05672,8022536245,https://www.tresamigosvt.com/,https://www.facebook.com/tresamigosvt/,0
484929.140221685,218502.162358474,3326,STOWE INN & TAVERN,0.26,Food Establishment,Lodging,,123 MOUNTAIN RD,STOWE,LAMOILLE,05672,6199929904,http://www.stoweinn.com/,http://www.facebook.com/pages/The-Stowe-Inn-and-River-House-Restaurant/126019560774661,0
481589.005400758,216366.174919532,3330,SWEET CHEEKS CONFECTIONS,0.13,Food Establishment,Bakery,,1338 MOSCOW RD,STOWE,LAMOILLE,05672,(802) 253-2228,,,0
482560.005929753,219297.019173834,3331,BURTS IRISH PUB,0.1575,Food Establishment,Bar,Bars/Pubs,135 LUCE HILL RD,STOWE,LAMOILLE,05672,8022536071,,http://www.facebook.com/pages/Burts-Irish-Pub/93058316886,0
481938.832730833,219087.588874383,3332,TEN ACRES LODGE,0.26,Food Establishment,Restaurant,,14 BARROWS RD,STOWE,LAMOILLE,05672,(802) 253-7638,,,0
481938.832730833,219087.588874383,3333,BISTRO AT TEN ACRES,0.63,Food Establishment,Restaurant,,14 BARROWS RD,STOWE,LAMOILLE,05672,8022385538,,,0
485056.174944176,218379.639683639,3334,MAPLEFIELDS AT STOWE,0.18,Food Establishment,Convenience Store,,14 S MAIN ST,STOWE,LAMOILLE,05672,8025248710,,,0
482847.42680659,219674.0574555,3335,SUNSET GRILLE & TAPROOM,0.7035,Food Establishment,Restaurant,,140 COTTAGE CLUB RD,STOWE,LAMOILLE,05672,8022539281,http://www.sunsetgrillevt.com/,,0
485310.735223928,218345.724809029,3336,BLACK CAP COFFEE,0.2205,Food Establishment,Restaurant,,144 MAIN ST,STOWE,LAMOILLE,05672,8022532123,,,0
483633.707865161,219138.664418364,3337,GABLES INN,0.4725,Food Establishment,Lodging,,1457 MOUNTAIN RD,STOWE,LAMOILLE,05672,8022537730,,,0
481338.686314276,223445.138649443,3338,EDSON HILL MANOR,0.6825,Food Establishment,Lodging,,1500 EDSON HILL RD,STOWE,LAMOILLE,05672,4155153450,,,0
478175.09177898,226110.755646394,3339,SPRUCE BASE LODGE,0.26,Food Establishment,Restaurant,,160 SPRUCE PEAK RD,STOWE,LAMOILLE,05672,(802) 253-3000,,,0
483402.914532305,219117.025353246,3341,STOWE BOWL,0.13,Food Establishment,Restaurant,Concession,1613 MOUNTAIN RD,STOWE,LAMOILLE,05672,8024987331,,,0
483252.027730901,219228.530192559,3342,BLUE DONKEY & BURGERS ON BOARDS,0.378,Food Establishment,Restaurant,,1669 MOUNTAIN RD,STOWE,LAMOILLE,05672,8028390376,,,0
483937.01257662,219526.822334463,3343,MIGUELS STOWE AWAY,,Food Manufacturer,Food Processor,,17 TOWN FARM LN,STOWE,LAMOILLE,05672,(802) 2538-900,,,0
483244.443391146,219373.003453762,3344,STOWEFLAKE MOUNTAIN RESORT AND SPA,0.05,Food Establishment,Caterer,,1746 MOUNTAIN ROAD,STOWE,LAMOILLE,05672,,,,0
483132.798035798,219273.285473802,3345,VERMONT HARVEST SPECIALITY FOODS,,Food Manufacturer,Food Processor,,1799 MOUNTAIN RD,STOWE,LAMOILLE,05672,(802) 2537-138,,,0
483132.798035798,219273.285473802,3346,STOWE WINE & CHEESE,0.13,Food Establishment,Restaurant,,1799 MOUNTAIN RD,STOWE,LAMOILLE,05672,8022538606,http://www.mtncheesewine.com/,,0
485103.868240566,218357.30676596,3348,GREEN MOUNTAIN INN,2.1,Food Establishment,Restaurant,,18 MAIN ST,STOWE,LAMOILLE,05672,8022537301,,,0
487113.025736243,220319.806415225,3349,SHACK THE,0.26,Food Establishment,Restaurant,,1801 PUCKER ST,STOWE,LAMOILLE,05672,(802) 888-6263,,,0
487113.025736243,220319.806415225,3350,MOUNTAIN VIEW SNACK BAR OF STOWE INC,0.2625,Food Establishment,Restaurant,,1801 PUCKER ST,STOWE,LAMOILLE,05655,8026969006,,,0
487152.822592419,220330.839503803,3351,SNOW'S MARKET,0.18,Food Establishment,Grocery,,1815 PUCKER ST,STOWE,LAMOILLE,05672,,,,0
482973.759801023,219307.03516977,3352,SHED,0.26,Food Establishment,Restaurant,,1859 MOUNTAIN RD,STOWE,LAMOILLE,05672,(802) 253-9311,,,0
